industry_name,skill_name,job_count
Non-profit Organizations,Human Resources,81
Non-profit Organizations,Information Technology,194
Non-profit Organizations,Legal,24
Non-profit Organizations,Management,224
Non-profit Organizations,Manufacturing,147
Non-profit Organizations,Marketing,102
Non-profit Organizations,Other,651
Non-profit Organizations,Product Management,3
Non-profit Organizations,Production,6
Non-profit Organizations,Project Management,81
Non-profit Organizations,Public Relations,65
Non-profit Organizations,Purchasing,3
Non-profit Organizations,Quality Assurance,9
Non-profit Organizations,Research,57
Non-profit Organizations,Sales,171
Non-profit Organizations,Science,9
Non-profit Organizations,Strategy/Planning,55
Non-profit Organizations,Supply Chain,4
Non-profit Organizations,Training,74
Non-profit Organizations,Writing/Editing,62
Nonresidential Building Construction,Information Technology,2
Nonresidential Building Construction,Project Management,1
Nursing Homes and Residential Care Facilities,Accounting/Auditing,1
Nursing Homes and Residential Care Facilities,Administrative,4
Nursing Homes and Residential Care Facilities,Business Development,2
Nursing Homes and Residential Care Facilities,Consulting,2
Nursing Homes and Residential Care Facilities,Education,1
Nursing Homes and Residential Care Facilities,Health Care Provider,19
Nursing Homes and Residential Care Facilities,Management,6
Nursing Homes and Residential Care Facilities,Manufacturing,1
Nursing Homes and Residential Care Facilities,Other,4
Nursing Homes and Residential Care Facilities,Quality Assurance,4
Nursing Homes and Residential Care Facilities,Research,2
Nursing Homes and Residential Care Facilities,Sales,1
Nursing Homes and Residential Care Facilities,Science,1
Nursing Homes and Residential Care Facilities,Strategy/Planning,3
Nursing Homes and Residential Care Facilities,Writing/Editing,1
Office Administration,Accounting/Auditing,4
Office Administration,Administrative,56
Office Administration,Business Development,1
Office Administration,Consulting,1
Office Administration,Customer Service,17
Office Administration,Education,1
Office Administration,Finance,7
Office Administration,General Business,8
Office Administration,Health Care Provider,1
Office Administration,Human Resources,8
Office Administration,Information Technology,3
Office Administration,Legal,2
Office Administration,Management,5
Office Administration,Manufacturing,1
Office Administration,Marketing,1
Office Administration,Other,3
Office Administration,Product Management,1
Office Administration,Project Management,5
Office Administration,Public Relations,1
Office Administration,Strategy/Planning,1
Office Administration,Writing/Editing,2
Office Furniture and Fixtures Manufacturing,Administrative,2
Office Furniture and Fixtures Manufacturing,Business Development,10
Office Furniture and Fixtures Manufacturing,Consulting,3
Office Furniture and Fixtures Manufacturing,Design,1
Office Furniture and Fixtures Manufacturing,Distribution,1
Office Furniture and Fixtures Manufacturing,Education,2
Office Furniture and Fixtures Manufacturing,Engineering,3
Office Furniture and Fixtures Manufacturing,General Business,2
Office Furniture and Fixtures Manufacturing,Manufacturing,2
Office Furniture and Fixtures Manufacturing,Project Management,1
Office Furniture and Fixtures Manufacturing,Quality Assurance,1
Office Furniture and Fixtures Manufacturing,Sales,12
Office Furniture and Fixtures Manufacturing,Strategy/Planning,1
Office Furniture and Fixtures Manufacturing,Supply Chain,1
Oil and Coal Product Manufacturing,Accounting/Auditing,3
Oil and Coal Product Manufacturing,Administrative,1
Oil and Coal Product Manufacturing,Analyst,2
Oil and Coal Product Manufacturing,Engineering,4
Oil and Coal Product Manufacturing,Finance,2
Oil and Coal Product Manufacturing,Manufacturing,1
Oil and Coal Product Manufacturing,Sales,2
Oil and Coal Product Manufacturing,Strategy/Planning,3
Oil and Coal Product Manufacturing,Writing/Editing,1
Oil and Gas,Accounting/Auditing,99
Oil and Gas,Administrative,32
Oil and Gas,Advertising,2
Oil and Gas,Analyst,59
Oil and Gas,Art/Creative,8
Oil and Gas,Business Development,65
Oil and Gas,Consulting,23
Oil and Gas,Customer Service,12
Oil and Gas,Design,30
Oil and Gas,Distribution,15
Oil and Gas,Education,1
Oil and Gas,Engineering,271
Oil and Gas,Finance,104
Oil and Gas,General Business,11
Oil and Gas,Health Care Provider,8
Oil and Gas,Human Resources,25
Oil and Gas,Information Technology,278
Oil and Gas,Legal,23
Oil and Gas,Management,272
Oil and Gas,Manufacturing,262
Oil and Gas,Marketing,27
Oil and Gas,Other,112
Oil and Gas,Product Management,13
Oil and Gas,Production,11
Oil and Gas,Project Management,67
Oil and Gas,Public Relations,6
Oil and Gas,Purchasing,14
Oil and Gas,Quality Assurance,23
Oil and Gas,Research,21
Oil and Gas,Sales,116
Oil and Gas,Science,13
Oil and Gas,Strategy/Planning,27
Oil and Gas,Supply Chain,34
Oil and Gas,Training,2
Oil and Gas,Writing/Editing,10
"Oil, Gas, and Mining",Accounting/Auditing,7
"Oil, Gas, and Mining",Administrative,2
"Oil, Gas, and Mining",Advertising,1
"Oil, Gas, and Mining",Business Development,2
"Oil, Gas, and Mining",Consulting,1
"Oil, Gas, and Mining",Distribution,1
"Oil, Gas, and Mining",Engineering,15
"Oil, Gas, and Mining",Finance,4
"Oil, Gas, and Mining",General Business,2
"Oil, Gas, and Mining",Information Technology,2
"Oil, Gas, and Mining",Legal,1
"Oil, Gas, and Mining",Management,3
"Oil, Gas, and Mining",Manufacturing,5
"Oil, Gas, and Mining",Other,1
"Oil, Gas, and Mining",Product Management,3
"Oil, Gas, and Mining",Production,3
"Oil, Gas, and Mining",Project Management,12
"Oil, Gas, and Mining",Sales,6
"Oil, Gas, and Mining",Strategy/Planning,5
"Oil, Gas, and Mining",Supply Chain,2
"Oil, Gas, and Mining",Writing/Editing,1
Online Audio and Video Media,Accounting/Auditing,1
Online Audio and Video Media,Administrative,2
Online Audio and Video Media,Advertising,3
Online Audio and Video Media,Analyst,3
Online Audio and Video Media,Art/Creative,7
Online Audio and Video Media,Business Development,14
Online Audio and Video Media,Consulting,1
Online Audio and Video Media,Design,5
Online Audio and Video Media,Engineering,5
Online Audio and Video Media,Finance,2
Online Audio and Video Media,General Business,1
Online Audio and Video Media,Human Resources,2
Online Audio and Video Media,Information Technology,20
Online Audio and Video Media,Management,7
Online Audio and Video Media,Manufacturing,5
Online Audio and Video Media,Marketing,36
Online Audio and Video Media,Other,2
Online Audio and Video Media,Product Management,3
Online Audio and Video Media,Production,1
Online Audio and Video Media,Project Management,2
Online Audio and Video Media,Public Relations,20
Online Audio and Video Media,Quality Assurance,2
Online Audio and Video Media,Research,1
Online Audio and Video Media,Sales,24
Online Audio and Video Media,Strategy/Planning,2
Online Audio and Video Media,Writing/Editing,22
Online Media,Art/Creative,1
Online Media,Business Development,1
Online Media,Design,1
Online Media,Information Technology,1
Online Media,Sales,1
Online and Mail Order Retail,Administrative,1
Online and Mail Order Retail,Advertising,3
Online and Mail Order Retail,Art/Creative,1
Online and Mail Order Retail,Business Development,1
Online and Mail Order Retail,Customer Service,2
Online and Mail Order Retail,Design,1
Online and Mail Order Retail,Engineering,1
Online and Mail Order Retail,Human Resources,1
Online and Mail Order Retail,Information Technology,2
Online and Mail Order Retail,Management,2
Online and Mail Order Retail,Marketing,5
Online and Mail Order Retail,Public Relations,1
Online and Mail Order Retail,Sales,2
Online and Mail Order Retail,Strategy/Planning,1
Operations Consulting,Accounting/Auditing,6
Operations Consulting,Administrative,2
Operations Consulting,Analyst,1
Operations Consulting,Business Development,3
Operations Consulting,Consulting,10
Operations Consulting,Customer Service,3
Operations Consulting,Design,2
Operations Consulting,Engineering,5
Operations Consulting,Finance,6
Operations Consulting,Human Resources,11
Operations Consulting,Information Technology,3
Operations Consulting,Legal,1
Operations Consulting,Management,1
Operations Consulting,Manufacturing,1
Operations Consulting,Other,2
Operations Consulting,Project Management,6
Operations Consulting,Purchasing,1
Operations Consulting,Quality Assurance,1
Operations Consulting,Sales,2
Operations Consulting,Strategy/Planning,4
Operations Consulting,Supply Chain,1
Operations Consulting,Training,1
Outsourcing and Offshoring Consulting,Accounting/Auditing,10
Outsourcing and Offshoring Consulting,Administrative,16
Outsourcing and Offshoring Consulting,Advertising,5
Outsourcing and Offshoring Consulting,Analyst,4
Outsourcing and Offshoring Consulting,Art/Creative,2
Outsourcing and Offshoring Consulting,Business Development,28
Outsourcing and Offshoring Consulting,Consulting,12
Outsourcing and Offshoring Consulting,Customer Service,14
Outsourcing and Offshoring Consulting,Design,2
Outsourcing and Offshoring Consulting,Education,2
Outsourcing and Offshoring Consulting,Engineering,10
Outsourcing and Offshoring Consulting,Finance,10
Outsourcing and Offshoring Consulting,General Business,9
Outsourcing and Offshoring Consulting,Human Resources,5
Outsourcing and Offshoring Consulting,Information Technology,18
Outsourcing and Offshoring Consulting,Legal,2
Outsourcing and Offshoring Consulting,Management,13
Outsourcing and Offshoring Consulting,Manufacturing,6
Outsourcing and Offshoring Consulting,Marketing,3
Outsourcing and Offshoring Consulting,Other,23
Outsourcing and Offshoring Consulting,Project Management,3
Outsourcing and Offshoring Consulting,Public Relations,1
Outsourcing and Offshoring Consulting,Purchasing,1
Outsourcing and Offshoring Consulting,Sales,25
Outsourcing and Offshoring Consulting,Strategy/Planning,1
Outsourcing and Offshoring Consulting,Supply Chain,1
Outsourcing and Offshoring Consulting,Training,4
Outsourcing and Offshoring Consulting,Writing/Editing,1
Packaging & Containers,Business Development,1
Packaging & Containers,Distribution,1
Packaging & Containers,Human Resources,1
Packaging & Containers,Management,1
